sv48u,r1bq1rk1/pp3p2/2nb3p/2p1p1P1/5P2/1P1Pp1Q1/PBP3P1/R3KB1R b KQ - 1 14,e5f4 g5h6 f4g3 h6h7,1064,75,97,3229,advancedPawn discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/rBwslen7/black#28,Bird_Opening Bird_Opening_Other_variations
yCTNr,5k2/R6P/8/5P2/3P4/p3PK2/rp3P2/8 b - - 0 42,b2b1q h7h8q,1014,84,73,67,advancedPawn endgame master mate mateIn1 oneMove promotion,https://lichess.org/QrHlOgSf/black#84,
bQqT4,r2qk2r/ppp2ppp/2np4/8/1b1P4/7P/PP1NRPP1/RN1Q2K1 b kq - 0 13,c6e7 d1a4 c7c6 a4b4,1037,81,89,360,crushing fork middlegame short,https://lichess.org/sE5tRAul/black#26,Italian_Game Italian_Game_Giuoco_Piano
TtAGA,3r2k1/p4ppp/2qN2n1/3r4/2b5/Q3B3/P4PPP/R2R2K1 w - - 2 25,d6c4 d5d1 a1d1 d8d1,1019,81,94,291,mate mateIn2 middlegame short,https://lichess.org/efzcUuN0#49,
aoRs5,r1b1k2r/1pp2pp1/1bp5/p7/P2PP2q/6Pp/1PP2P1K/RNBQ1R2 b kq - 0 13,h4e4 f1e1 e4e1 d1e1,1089,77,93,608,advantage middlegame pin short,https://lichess.org/Mef4t1nT/black#26,Russian_Game Russian_Game_Stafford_Gambit
tWklx,2kr3r/pppq1ppp/2nb4/1B6/4p3/3P4/PPP2PPP/R1BQ1RK1 w - - 1 11,d3e4 d6h2 g1h2 d7d1 f1d1 d8d1,1098,77,89,132,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/NQMiO4b7#21,Four_Knights_Game Four_Knights_Game_Italian_Variation
NKzRA,1k2r3/ppp4p/8/6p1/3b1p2/1BBP1n2/PPP1rPRP/2K2R2 w - - 2 26,c3d4 e2e1 f1e1 e8e1,1073,77,89,629,mate mateIn2 middlegame queensideAttack short,https://lichess.org/SLozAkgl#51,
adl5H,8/p4kp1/2P2p1p/B2np3/3n4/6PP/5PB1/6K1 b - - 0 43,f7e6 g2d5 e6d5 c6c7,1087,77,90,185,advancedPawn crushing endgame short,https://lichess.org/zsC8PNoR/black#86,
0sOxm,r1b1k2r/ppp1nppp/8/3qB3/3P4/2P5/P1P1Q1PP/2KR1B1R w kq - 1 13,e5g7 d5g5 c1b2 g5g7,1087,75,93,1758,advantage fork middlegame short,https://lichess.org/IXpFR940#25,Vienna_Game Vienna_Game_Vienna_Gambit
LOMiX,3r2k1/1p1r3p/p5pQ/4qpN1/4p3/8/PPP3PP/3RR1K1 b - - 5 25,d7d1 h6h7 g8f8 h7f7,1044,91,88,24,endgame mate mateIn2 short,https://lichess.org/A0rh2iB4/black#50,
NTHxP,3R4/p3r1kp/1pB2np1/8/2pP1r2/2P2P2/P4P1P/6RK b - - 4 25,f4f3 c6f3,1096,96,63,59,crushing endgame hangingPiece oneMove,https://lichess.org/DjEvKUFi/black#50,
0b1S8,r1r5/8/p5p1/2p1pk1p/2Pb4/1P1RBK2/P5PP/4R3 w - - 0 36,h2h3 e5e4 f3e2 e4d3,1094,75,89,97,crushing endgame fork short,https://lichess.org/peIAhcDO#71,
ToHyE,4R3/pp4kp/2r3p1/2p2pN1/5n2/1P1P4/P1P3PP/6K1 w - - 2 24,e8e7 g7f6 e7b7 f6g5,1022,76,86,119,advantage defensiveMove endgame short,https://lichess.org/5gph2jVu#47,
Soer0,5r1k/p5bp/6p1/2P2p2/1P1p1Pr1/1Q5q/P4P1P/1RR2NK1 w - - 1 32,g1h1 h3g2,1098,88,92,98,mate mateIn1 middlegame oneMove,https://lichess.org/5jP9UXCg#63,
dAUXh,2kr3r/pp1bn3/1b2p1p1/4Pp1p/3q1P2/6PP/P5BN/1RBQ1R1K w - - 0 23,g2b7 c8b7 d1d4 d7c6,1038,157,43,44,crushing master middlegame sacrifice short,https://lichess.org/irjWaxY4#45,
DwuCf,3r1rk1/p4ppp/5q2/2nQ4/4N3/1P2b3/P1P1N1PP/1K1R3R b - - 0 19,d8d5 e4f6 g7f6 d1d5,1065,76,88,171,crushing intermezzo kingsideAttack middlegame short,https://lichess.org/bLQnIKJW/black#38,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
K1OFc,3r2k1/3qnpp1/5n1p/1p1rp3/1P6/2P2Q1P/1BB2PP1/3RR1K1 w - - 4 27,e1e5 d5d1 f3d1 d7d1 c2d1 d8d1,1079,187,57,8,crushing kingsideAttack long middlegame,https://lichess.org/HBT0leg3#53,
J3NsJ,3r1b2/2k5/p1p4p/1r2p1p1/4P3/2Q5/P4PPP/3R2K1 w - - 6 28,d1d8 b5b1 d8d1 b1d1 c3e1 d1e1,1037,80,87,612,backRankMate endgame long mate mateIn3,https://lichess.org/vrb2dR8l#55,
Ov2Io,3r4/5pp1/P5p1/1N6/5P2/5K1P/kp1p2P1/1R6 w - - 1 38,b5c3 a2b3 c3d1 b3c2 b1b2 c2d1,1041,76,96,276,crushing endgame long,https://lichess.org/CAZfBZ17#75,
jXWFP,2r3k1/5pp1/p3b3/3p4/4q3/2P1N1Q1/PP4RP/7K b - - 2 29,d5d4 g3g7,1089,205,33,7,endgame mate mateIn1 oneMove,https://lichess.org/qK3Z1BvC/black#58,
v0IKc,8/8/8/p2kBp1p/Pp3P1P/1P1K4/5n2/8 w - - 1 48,d3e3 f2g4 e3d3 g4e5,1011,79,64,121,crushing endgame short,https://lichess.org/yM0hAcL7#95,
WNmsm,8/b4rpp/3k4/ppp5/6P1/P4N1P/1PR1KP2/8 b - - 0 31,d6d5 c2d2 d5c4 f3e5,1034,75,98,1808,crushing endgame short,https://lichess.org/FImd6Pw3/black#62,
adAnH,8/6rk/1p1r3p/p4P1P/6P1/P1Q5/5K2/8 b - - 0 46,g7g4 c3c7 d6d7 c7d7,1038,86,87,624,crushing endgame fork queenRookEndgame short,https://lichess.org/sNrrgqiD/black#92,
ZdZ9A,3r1r1k/p5b1/5q1p/6p1/P2pQP2/3R4/5PNP/4R1K1 w - - 0 29,f4g5 f6f2 g1h1 f2f1 e1f1 f8f1,1088,76,89,317,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/HvPWXDVj#57,
nCrRo,2k5/p4ppp/1nr5/8/7R/5PB1/PPb2P1P/2R2K2 w - - 2 30,h4h7 c2d3 f1e1 c6c1,1062,82,88,335,advantage discoveredAttack endgame fork short,https://lichess.org/l0dpFsZI#59,
jSHf0,4r1k1/pQB2ppp/1p1Pq3/2p5/8/8/PPP2PPP/R5K1 w - - 1 23,g1f1 e6e2 f1g1 e2e1 a1e1 e8e1,1090,75,97,6866,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/UxGE7R8q#45,
tuIwt,rn2kbnr/pp2pppp/2p5/3q1b2/4NP2/3B1Q2/PPPP2PP/R1B1K1NR b KQkq - 4 6,g8f6 e4f6 g7f6 f3d5 c6d5 d3f5,1045,79,91,833,capturingDefender crushing discoveredAttack long opening,https://lichess.org/VsDSasCo/black#12,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
jyExs,2r2k2/1p4pQ/p2qp1r1/1b1p4/1P1P4/P5N1/5PPP/4R1K1 b - - 1 29,b5d3 h7h8 f8e7 h8c8,1079,77,87,585,advantage middlegame short skewer,https://lichess.org/t6owB4XL/black#58,
B40f6,r3k2r/pbpqppbp/1p1p2p1/3P4/3nP3/1P1P3P/PB3PP1/2RQKBNR w Kkq - 1 11,g1f3 d4f3 d1f3 g7b2,1072,77,89,195,advantage discoveredAttack middlegame short,https://lichess.org/9lCMkSwm#21,English_Opening English_Opening_Great_Snake_Variation
UnvIt,r1bq1rk1/pp3pbp/2n1p1p1/2p1P2n/2PpNP2/3P2P1/PP4BP/R1BQK1NR w KQ - 3 11,e4c5 d8a5 c1d2 a5c5,1090,76,95,329,advantage fork middlegame short,https://lichess.org/He56sUAQ#21,French_Defense French_Defense_Kings_Indian_Attack
iNgWC,1k1r1r2/1pp2R2/p7/3Bq2p/4P3/1QP5/PP4P1/7K b - - 4 29,f8f7 b3b7,1083,79,88,751,endgame mate mateIn1 oneMove,https://lichess.org/k8eGQ3gj/black#58,
PAvpd,2r3k1/5ppp/p1r5/1p1R1q2/1Q6/1P6/P5PP/3R3K b - - 0 31,f5f2 d5d8 c8d8 d1d8,1058,92,79,52,backRankMate endgame mate mateIn2 short,https://lichess.org/Ohn17B8w/black#62,
hggTA,8/ppp3p1/2n1Np2/7p/4k3/Pr5P/1P3KP1/1R6 b - - 3 29,g7g5 e6c5 e4d5 c5b3,1093,76,98,5108,advantage endgame fork short,https://lichess.org/p37Yc3Df/black#58,
8L190,2r1r1k1/pp1q1p2/7p/3p3N/3B2P1/2R4P/PPP2P2/2K4R b - - 4 25,d7d6 h5f6 g8f8 f6e8,1098,78,89,270,crushing fork middlegame short,https://lichess.org/CpnpYxVZ/black#50,
E7hPy,2k2r2/1q1N3p/6p1/8/3P4/8/P4rPP/1R2R2K w - - 2 38,b1b7 f2f1 e1f1 f8f1,1068,77,56,73,backRankMate endgame mate mateIn2 short,https://lichess.org/cEyRf0rJ#75,
4WkPZ,r2q1rk1/ppp2pp1/2n1p2p/3p4/3PbPPP/4PN2/PP2B3/R3QKR1 b - - 4 20,c6b4 e1b4 e4f3 e2f3,1079,76,75,110,advantage hangingPiece middlegame short,https://lichess.org/O5ClVnKI/black#40,
BI81u,7k/6p1/7p/6P1/Q4P1P/7K/pq6/8 b - - 0 46,a2a1q a4e8 h8h7 g5g6,1078,78,94,999,endgame mate mateIn2 queenEndgame short,https://lichess.org/ALVncjIT/black#92,
iia1V,8/6kp/3PQnp1/p1p2p2/2P5/7P/6PK/q7 b - - 0 36,a1d1 e6e7 g7h6 e7f6,1029,81,93,1031,crushing deflection endgame short,https://lichess.org/cmw6E2ip/black#72,
IT9ME,6rq/Q2b2k1/p3p1pr/1p1nPpN1/2p2P2/2P3R1/P1B4P/6RK b - - 1 33,g8d8 g5e6 g7f7 e6d8,1082,120,70,37,crushing master middlegame pin short,https://lichess.org/M68Mfinu/black#66,
Mujwa,k6r/pp6/P4p2/8/8/6P1/4qPP1/2Q3K1 b - - 0 34,b7b6 c1c6 a8b8 c6b7,1099,74,96,3524,endgame mate mateIn2 short,https://lichess.org/nUHWDewZ/black#68,
9z5qQ,3r2k1/p4p1p/1p1Np1p1/3nP1q1/1P1Q4/P5P1/5P1P/2R3K1 w - - 7 32,c1c8 d8c8 d6c8 g5c1,1067,76,89,331,crushing endgame master short,https://lichess.org/gA5xF68z#63,
b57ny,2R5/4r1k1/8/3B3P/4P3/7K/8/6r1 b - - 4 53,e7e5 c8g8 g7f6 g8g1,1096,78,90,962,crushing endgame short skewer,https://lichess.org/HWxClw4a/black#106,
qx2TK,4k2r/pp3ppp/8/1Pp2Pb1/4P3/7P/PP3KB1/R3r3 w k - 0 25,a1e1 g5h4 f2e3 h4e1,1076,77,91,1513,crushing endgame master short skewer,https://lichess.org/cMqDAdTW#49,
vMgGP,2b2rk1/5pp1/3Np2p/2P5/3P2n1/4q3/6PP/Q1R1N2K w - - 4 25,c1c2 g4f2 c2f2 e3f2,1070,90,71,55,advantage middlegame short,https://lichess.org/Uwm1Aqdp#49,
ppwMy,rnb1k2r/ppp1ppbp/5np1/8/3PqP2/2N2N2/PPP1B1PP/R1BQK2R b KQkq - 5 7,e4c6 e2b5 e8g8 b5c6,1088,76,92,498,crushing master opening pin short,https://lichess.org/aPw0lIhO/black#14,Modern_Defense Modern_Defense_Three_Pawns_Attack
S6900,5rk1/p1p2R1p/1p3Q2/8/4bP2/6Pq/P2R3P/6K1 b - - 0 27,f8f7 d2d8 f7f8 f6f8,1083,75,85,285,endgame mate mateIn2 short,https://lichess.org/IAPD6Rym/black#54,
FptfK,4r1k1/1pp2pp1/7r/pQ6/4p1q1/P5P1/1PP1PP2/1R2R1K1 b - - 3 23,g4h3 b5e8 g8h7 e8e4,1090,103,33,23,crushing endgame hangingPiece kingsideAttack short,https://lichess.org/kqxVQuz6/black#46,
jbdwI,5rk1/1b3qp1/pp2p2p/8/P3P3/5PbP/1P2Q1P1/2RR2K1 b - - 2 29,f8c8 c1c8 b7c8 d1d8 g8h7 d8c8,1098,81,68,130,advantage fork long middlegame,https://lichess.org/NDwVB6IH/black#58,
DISXX,r1bq1rk1/pp5p/2np1npb/2pNp3/4PpPP/P1NP4/1PPB1PB1/1R1Q1RK1 b - - 0 14,c8g4 d5f6 f8f6 d1g4,1091,76,95,5082,advantage intermezzo kingsideAttack middlegame short,https://lichess.org/Nipgg5it/black#28,Sicilian_Defense Sicilian_Defense_Closed
H3vWP,r5k1/qN3p1p/6p1/2p1p1b1/Pr2P3/3P4/1PQ2PPP/R4RK1 w - - 3 35,b7c5 a8c8 c2c3 a7c5,1053,375,-21,2,advantage middlegame short,https://lichess.org/NtBS1W10#69,
aR4Be,3nr3/r2Rq2k/p3P1pp/1p2Q3/2p5/2P5/5PPP/4R1K1 b - - 3 28,a7d7 e6d7 e7d7 e5e8 d7e8 e1e8,1069,89,50,38,advancedPawn crushing discoveredAttack endgame long,https://lichess.org/G2UlZDuM/black#56,
P3Qq4,r1b2r2/2p3kp/pp2pn2/2p3Q1/2PB4/2N5/Pq3PPP/R5K1 b - - 1 20,g7h8 d4f6 f8f6 g5f6,1037,80,87,191,crushing kingsideAttack middlegame short,https://lichess.org/EAlmD56i/black#40,
0837y,1r3k1r/1p1n1pp1/p4q1p/4pN2/P2nP3/2N3Q1/1PP2PPP/3R1RK1 w - - 5 20,c3d5 d4e2 g1h1 e2g3,1037,75,99,2393,crushing fork middlegame short,https://lichess.org/5E8zGlaa#39,
ZbNfW,8/R2bkr2/3p4/3Pp3/2p1r1n1/2P5/1P1K1PPQ/5B2 w - - 11 47,a7d7 e7d7 h2g3 f7f2 g3f2 g4f2,1017,75,100,100,advantage endgame fork hangingPiece long,https://lichess.org/ZlOKiENj#93,
uujxH,rnbqk2r/ppp2ppp/5n2/3Pp3/1bP1p3/2N5/PP2NPPP/R1BQKB1R b KQkq - 4 6,c8g4 d1a4 c7c6 a4b4,1069,76,90,224,advantage fork opening short,https://lichess.org/y3LxP3N5/black#12,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
A4ocV,8/8/p2p4/1p1Pp3/1P2P1k1/P3K1p1/6P1/8 w - - 6 49,e3d3 g4f4 d3d2 f4e4,1002,82,87,243,crushing endgame pawnEndgame short zugzwang,https://lichess.org/9lfux39m#97,
5m1RW,r2qkb1r/pp1n1ppp/5n2/1N1pp3/8/3P1N2/PPP2PPP/R1BQK2R w KQkq - 1 9,b5d6 f8d6,1052,277,-69,4,advantage hangingPiece oneMove opening,https://lichess.org/TqVxVDtA#17,Bishops_Opening Bishops_Opening_Philidor_Counterattack
eZ291,3q1rk1/1p1b1p2/p3p1p1/3pP2p/7P/P2BP1Q1/1P4P1/5RK1 b - - 1 25,d8b6 d3g6 b6e3 g3e3,1193,105,53,15,crushing endgame short,https://lichess.org/ZLsJoylu/black#50,
Nu71w,r3k2r/pb1nbppp/1p2pq2/2p5/3pP3/3P2P1/PPPNNPBP/R2Q1RK1 b kq - 3 11,e8g8 e4e5 d7e5 g2b7,1183,76,93,5949,advantage discoveredAttack middlegame short,https://lichess.org/7aDefO9N/black#22,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
MbFhV,8/R5pk/6bp/2p5/3p4/3P3P/P1P2QP1/1q4K1 w - - 1 34,g1h2 b1b8 f2g3 b8a7,1190,92,82,49,crushing endgame fork short,https://lichess.org/Np3YwNnT#67,
ZN0fJ,r3r1k1/1b3ppp/6q1/pPR5/Q7/4P2P/P3BPP1/3R2K1 w - - 1 24,c5c7 g6g2,1166,247,67,14,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jS0ro7dr#47,
OD55M,8/5p2/p2k1p1p/8/p2p4/K2P4/5PPP/8 b - - 7 35,d6e5 a3a4 e5d5 a4a5,1192,76,96,2499,crushing endgame pawnEndgame short,https://lichess.org/0OhDEQJr/black#70,
Go8ZX,5rk1/pprbpp1p/3p2p1/2qP3P/3Q2P1/5P2/PPP5/1K1R1B1R w - - 1 18,h5g6 c5c2 b1a1 c2c1 d1c1 c7c1,1134,85,90,1601,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/nrZBepM8#35,Sicilian_Defense Sicilian_Defense_Dragon_Variation
Fx5YC,8/3R2p1/4P2p/5kb1/8/3N1K2/5P1P/3r4 b - - 0 37,f5e6 d3c5 e6e5 d7d1,1146,78,93,202,crushing discoveredAttack endgame short,https://lichess.org/FqyzV5HX/black#74,
ptVlo,kr6/p2r1p1p/5np1/4p3/2NpP3/RP3P2/6PP/R6K b - - 4 31,d7b7 c4b6 b7b6 a3a7,1110,76,98,1538,deflection endgame mate mateIn2 pin queensideAttack sacrifice short,https://lichess.org/Z9mMv7WE/black#62,
9Lhtl,8/pp6/1kpN4/4R3/4P3/6r1/8/3K4 w - - 0 41,e5e7 g3d3 d1c1 d3d6,1189,104,30,47,advantage endgame fork short,https://lichess.org/okVbGX2Q#81,
9TVJx,8/8/4NR1p/1p2P1pk/8/2P1n1K1/1r4P1/8 b - - 0 44,b2b3 e6g7,1134,75,95,1652,endgame mate mateIn1 oneMove,https://lichess.org/zrJ4GLJB/black#88,
JIpp6,8/8/p1p5/3kb1p1/PP1p2P1/1P1K2BP/8/8 w - - 2 48,g3e5 d5e5 d3c4 e5e4,1182,90,88,46,crushing defensiveMove endgame short,https://lichess.org/W5Ph0tps#95,
siKKp,r3k2r/p1pq1ppp/3bb3/3p4/8/8/PPP2PPP/RNBQR1K1 w kq - 0 12,d1d5 d6h2 g1h2 d7d5,1152,75,98,2672,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/98duDgEZ#23,Scotch_Game Scotch_Game_Schmidt_Variation
KVryn,rn1qkb1r/p3pppp/2p2n2/1B6/3P4/4P3/PP3PPP/R1BQK1NR w KQkq - 0 8,d1f3 d8a5 c1d2 a5b5,1168,81,74,69,advantage fork middlegame short,https://lichess.org/g3fE4ZwM#15,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
keYwy,4r1k1/pp3q1p/2pRbrp1/4Qp2/8/5B2/PPP2PPP/4R1K1 w - - 4 25,g1f1 e6c4 f1g1 e8e5 d6d8 g8g7,1125,78,90,1059,crushing defensiveMove discoveredAttack long middlegame,https://lichess.org/M41g8g8q#49,
vHwhg,r1b2rk1/pppp1ppp/2n5/2P5/4q3/3B4/PPP2PPP/R1BQ1RK1 b - - 3 11,e4d5 d3h7 g8h7 d1d5,1155,75,86,242,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/M0vWjOIH/black#22,Russian_Game Russian_Game_Three_Knights_Game
h2NNb,r2q1r2/1b3pbk/p1n3pp/3N4/PP6/3BB3/3Q1PPP/2RR2K1 b - - 0 19,d8d5 d3g6 f7g6 d2d5,1184,77,88,450,crushing discoveredAttack middlegame short,https://lichess.org/rOgrCRL3/black#38,Sicilian_Defense Sicilian_Defense_French_Variation
ctGUO,8/1KB5/8/P7/6k1/6np/8/8 w - - 0 53,a5a6 h3h2 a6a7 h2h1q,1185,105,85,53,advancedPawn crushing endgame promotion short,https://lichess.org/xbafInOi#105,
VxtVO,1r1k4/3bqRbp/3p4/ppnB3Q/4P1P1/1P1PN3/2P4P/6K1 b - - 3 24,d7e8 f7e7 e8h5 e7g7,1118,76,95,2251,crushing middlegame short,https://lichess.org/uzorKvyH/black#48,
TPRAM,2kr3r/pbp2ppp/1pq1p3/8/2B1N1Q1/3P4/PPP2PnP/R2K2R1 b - - 5 15,c6c4 e4d6 d8d6 g4c4,1123,77,90,1468,advantage discoveredAttack middlegame short,https://lichess.org/5lyVB1hK/black#30,Owen_Defense Owen_Defense_Other_variations
bmrKM,r2qk2r/pp2bppp/4b1n1/8/3N4/3Q4/PP3PPP/RNB2RK1 b kq - 0 12,e7c5 d3b5 e6d7 b5c5,1188,147,33,7,advantage fork opening short,https://lichess.org/5gniKLaH/black#24,French_Defense French_Defense_Advance_Variation
VSN6a,1r2k3/p4ppp/4p3/2b5/4R3/1PP5/PB1r1PPP/R5K1 w - - 1 19,b2c1 d2d1 e4e1 d1e1,1170,77,88,592,endgame mate mateIn2 short,https://lichess.org/moQNgoZX#37,
PY32G,2k5/pppr2qp/3pQp2/3N4/4P2P/3P4/PPPb2r1/R4K1R b - - 1 18,g7g3 e6e8 d7d8 d5e7 c8b8 e8d8,1153,76,96,2532,deflection long mate mateIn3 middlegame queensideAttack,https://lichess.org/vWiOgFR0/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
1bl4q,1rb2rk1/7p/p5p1/6b1/2BB4/1P4Kn/P1P2P2/R3R3 b - - 2 32,f8f7 e1e8,1160,84,84,116,mate mateIn1 middlegame oneMove pin,https://lichess.org/cs2XnC2w/black#64,
6kYUw,4k3/7p/p5pK/1p4B1/6PP/2P2n2/P7/8 b - - 6 40,f3g5 h4g5 e8f8 h6h7,1189,75,89,385,crushing endgame short,https://lichess.org/QtOcgLZY/black#80,
QNlgq,q4b1r/ppp3pp/3kRp1n/2nP1B2/P7/BP5P/5PP1/R5K1 b - - 2 22,d6d5 a1d1 c5d3 d1d3,1163,211,86,18,mate mateIn2 middlegame short,https://lichess.org/CgKTY9FS/black#44,
zk1HH,r7/pp4pk/5n1p/7q/8/2P2PQ1/P1P3P1/R3R1K1 w - - 1 23,e1e7 h5c5 g1h2 c5e7,1182,80,85,359,crushing endgame fork short,https://lichess.org/1n8QzP5G#45,
OObVQ,3r2k1/2R4p/K2n3B/1p3P2/2pb4/P2P3P/1PP5/5R2 w - - 3 40,a6a5 d8a8 c7a7 a8a7 a5b4 a7a4,1171,75,100,167,endgame long mate mateIn3,https://lichess.org/eOLBu30b#79,
GhDxJ,2kr1b1r/pRp2ppp/B1n2n2/2Nq4/3p2b1/2P2N2/3B1PPP/3QK2R b K - 2 14,d5c5 b7b5 c8d7 b5c5,1147,78,94,8298,advantage discoveredAttack middlegame queensideAttack short,https://lichess.org/SdqFHIvK/black#28,Scandinavian_Defense Scandinavian_Defense_Main_Line
MKfFz,8/8/p1n5/2Pp2p1/1p1P1kP1/1P3N2/P4K2/8 b - - 2 42,f4g4 f3e5 c6e5 d4e5 g4f5 c5c6,1113,75,97,1027,crushing endgame knightEndgame long,https://lichess.org/rKXsUrrj/black#84,
4wyew,6Rk/3Q2pp/8/8/8/p6P/1q4PK/8 b - - 0 40,h8g8 d7e8,1161,75,79,169,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/IhGTCMCN/black#80,
NOvOg,8/1p5p/1p2pk2/1P1pnpp1/8/2B1NPK1/r5PP/3R4 w - - 0 33,h2h4 f5f4 g3h3 f4e3,1162,79,56,589,advantage endgame fork short,https://lichess.org/dG4qgi04#65,
X1mab,2qr3k/4n1p1/p1p1pbQp/1p5N/8/1P2PN2/P4PPP/5RK1 w - - 5 29,g6f7 d8f8 f7f8 c8f8,1180,75,90,1485,advantage middlegame short trappedPiece,https://lichess.org/KD07LQTt#57,
3wNfY,r5k1/p3p2p/bp1pNrpB/q1pP3P/2P1P3/2PB1n1P/P3Q3/2R1K1R1 w - - 1 21,e1f2 f3d4 f2g3 d4e2,1192,75,92,1578,advantage discoveredAttack master middlegame short,https://lichess.org/QWxciybA#41,
K7ZvL,5rk1/1bq2ppp/pp6/4nN2/1QP1p1B1/1P1rP1bP/PB4P1/1R3RK1 b - - 15 23,e5g4 f5e7 c7e7 b4e7,1198,79,86,80,crushing kingsideAttack middlegame short,https://lichess.org/5lZiTzjV/black#46,
VJRJe,1Q3r2/R7/3Np1k1/3pP3/3P2p1/P5Pp/4Kr1P/1R6 w - - 1 43,e2d3 f8f3,1124,75,100,96,endgame mate mateIn1 oneMove,https://lichess.org/i9fxG604#85,
GOsDi,5r1k/1pp1R2p/p2p2p1/6N1/2B5/3P3b/PbP3P1/6K1 b - - 1 24,b2f6 e7h7,1112,120,87,65,endgame mate mateIn1 oneMove,https://lichess.org/x28LsJOV/black#48,
hk5o7,8/1b3rk1/4Q2p/3p4/2q5/8/PPP2rP1/1KR4R b - - 0 26,c4e4 e6h6 g7g8 h6h8,1162,76,94,1114,mate mateIn2 middlegame short,https://lichess.org/MLgsDg6H/black#52,
EMO5E,1r3k2/p3p1Q1/q1p2B2/3p4/6p1/1PNP4/P3K1P1/5r2 b - - 4 32,f8e8 g7e7,1149,82,92,257,endgame mate mateIn1 oneMove,https://lichess.org/ejWgT6dJ/black#64,
TVcp7,r1b1k1nr/pppp2pp/n4p2/4p2Q/2P4N/3PP3/q2N1PPP/2R1KB1R b Kkq - 1 11,g7g6 h4g6 h7g6 h5h8,1122,73,96,10067,advantage opening pin short trappedPiece,https://lichess.org/F2Cfed1c/black#22,English_Opening English_Opening_Kings_English_Variation
vJqGo,3Q4/2p3k1/pq2r2p/8/3pP3/2P1K3/6PP/5R2 w - - 0 34,c3d4 b6b3 e3f4 e6f6 d8f6 g7f6,1177,77,87,497,advantage endgame long,https://lichess.org/4gGnaSRJ#67,
HlYNi,5rk1/5qp1/3P3p/8/2PQ4/P3R1P1/1B4K1/8 w - - 1 47,d4d2 f7f1 g2h2 f8f2 d2f2 f1f2,1189,76,93,96,crushing endgame fork long,https://lichess.org/m1IM67rA#93,
JyGXk,8/4r1k1/7p/Q7/5qP1/P1R2N2/6P1/4r1K1 w - - 1 39,f3e1 e7e1,1190,76,93,140,endgame mate mateIn1 oneMove,https://lichess.org/HY6ynAeF#77,
dYcdm,2k5/Qpp3Rp/3r1p2/4q3/4p3/1P2P2P/PKPP4/8 w - - 1 29,b2c1 e5a1,1119,185,100,8,mate mateIn1 oneMove,https://lichess.org/wvrpkuwt#57,
J6gFU,8/8/R4k2/5ppp/1p1N4/1P4n1/P2r4/6K1 b - - 3 54,f6e5 d4f3 e5e4 f3d2,1129,76,97,415,advantage endgame fork master short,https://lichess.org/uGrctCud/black#108,
aPI29,1r6/8/1b1p1k2/3P1B2/1R2P1Kp/5P2/1P4P1/8 w - - 0 42,g4h4 b6f2 h4g4 b8b4,1137,135,22,19,advantage discoveredAttack endgame short,https://lichess.org/hHA8eNkb#83,
3HZgV,2rr2k1/3q1ppp/2p5/1p2b1PP/p4Q2/P7/BPP2P2/2KN3R w - - 0 26,f4e5 d7d2 c1b1 d2d1 h1d1 d8d1,1100,80,58,879,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/3swofxL8#51,
ZvDxI,r3r1k1/ppp2p1p/1q3p2/8/1PQP4/2P5/P4BPP/RN4K1 w - - 1 21,d4d5 e8e1 c4f1 e1f1,1159,77,74,122,crushing kingsideAttack middlegame pin short,https://lichess.org/zZNj0vWm#41,
8FyzE,3r4/5p1p/4p1p1/4P3/2k2P2/R2p1P2/P2K3P/8 b - - 1 37,d8d4 a3a4 c4c5 a4d4,1148,75,83,356,crushing endgame rookEndgame short,https://lichess.org/8amNzI6d/black#74,
OAQGa,8/pB1b3p/3Pk1p1/1p3p2/1P1RpP2/2r3P1/6KP/8 b - - 2 41,c3c4 b7d5 e6f6 d5c4,1138,77,90,632,crushing endgame fork short,https://lichess.org/ujRGO8tz/black#82,
HxNfW,6k1/pN4pp/1n6/1P6/8/3Q2PK/Pq5P/8 b - - 1 38,b2a2 d3d8 g8f7 b7d6 f7g6 d8e8,1166,78,88,2040,crushing endgame long,https://lichess.org/DzQBtEdM/black#76,
n1JuK,rq3rk1/1p1b1ppp/p2P1b2/5n2/N1P5/NP4PP/P2Q2B1/4RRK1 w - - 0 27,a4b6 f6d4 d2d4 f5d4,1108,76,88,302,advantage fork middlegame short,https://lichess.org/bbMm4a2O#53,
